,serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents
49836,1,0.996379934,41,0,0.291991005,5780.0,5,4,1,2,2.0
42566,0,0.131885215,60,0,0.5076053889999999,2300.0,7,1,2,0,0.0
31383,0,0.0,29,0,0.046520569,2600.0,2,0,0,0,0.0
47272,0,0.9999999,28,1,0.5879682179999999,880.0,2,1,0,0,2.0
49279,0,0.000335559,51,0,0.358599497,10738.0,8,0,2,0,2.0
61226,0,0.11473184,38,0,0.496715224,3500.0,15,0,1,0,1.0
36709,0,0.0,70,0,0.2055993,8000.0,6,0,2,0,0.0
35960,0,0.0497895589999999,65,0,0.629456848,3000.0,9,0,1,0,1.0
63117,0,0.0764769409999999,62,0,0.3322044829999999,6200.0,5,0,1,0,1.0
68118,0,0.0,86,0,0.123094297,3541.0,8,0,1,0,0.0
131078,1,0.696756974,57,0,1.40399556,900.0,15,0,0,5,0.0
90487,0,0.024045393,67,0,0.185068216,7915.0,3,0,1,0,0.0
46813,0,0.020113736,47,0,0.3557941499999999,2700.0,12,0,1,0,2.0
108782,0,0.179692987,32,0,0.209172739,2332.0,5,0,0,0,1.0
57050,0,0.0442988929999999,67,0,0.138716618,7900.0,5,0,1,0,0.0
82691,0,0.1319848449999999,67,0,0.202736949,1972.0,6,0,0,0,0.0
46965,0,0.0985853359999999,35,0,0.3749375099999999,6000.0,13,0,1,0,0.0
47871,0,0.924496044,48,0,0.5677977739999999,7278.0,24,0,3,0,1.0
129016,0,0.085169696,50,0,0.425287356,3566.0,20,0,0,0,2.0
23246,0,0.303599873,38,0,0.474848307,5108.0,7,0,2,0,1.0
64308,0,0.953217792,30,0,0.055939062,4200.0,1,0,0,1,1.0
147316,0,0.874356282,30,0,0.193770743,3916.0,3,0,0,0,0.0
65614,1,0.267233741,41,0,0.273171583,5728.0,6,0,1,0,3.0
28882,0,0.045590367,51,0,0.11019089,9900.0,8,0,1,0,1.0
20525,0,0.139255972,55,0,0.0322419399999999,4000.0,3,0,0,0,0.0
97717,0,0.0,59,0,0.4230016019999999,5616.0,8,0,2,0,1.0
97189,0,0.001018608,64,0,0.446006171,2916.0,7,0,1,0,0.0
54761,0,0.0,52,0,0.133304243,9166.0,11,0,2,0,0.0
49318,0,0.0,46,0,0.2462153669999999,3500.0,5,0,1,0,2.0
94375,0,0.056947153,61,0,0.322735453,5000.0,3,0,2,0,0.0
14680,0,0.835388204,56,0,0.016796641,5000.0,3,0,0,0,1.0
137462,0,0.138255168,67,0,0.141337769,19838.0,7,0,3,0,0.0
59775,0,0.311006631,46,1,0.679157744,2801.0,10,0,2,0,0.0
92656,0,0.163776493,75,0,0.2477440529999999,2437.0,11,0,0,0,0.0
98874,0,0.005380206,33,0,0.060419104,9400.0,6,0,0,0,0.0
83794,0,0.050677312,69,0,0.287362349,5720.0,8,0,1,0,0.0
47437,0,0.8707450609999998,50,0,0.2907180389999999,5709.0,5,0,2,0,1.0
62011,0,0.4586436689999999,37,0,0.013994402,2500.0,2,0,0,0,2.0
81861,0,0.274970005,82,0,0.0588044399999999,15406.0,14,0,0,0,0.0
4695,0,0.817004797,35,1,0.66294689,4838.0,5,0,1,0,0.0
6253,0,0.9999999,26,0,0.4524669069999999,830.0,1,0,0,0,1.0
141105,0,0.0184654359999999,54,0,0.10959454,27400.0,5,0,1,0,4.0
24138,0,0.360955158,29,0,0.2763095429999999,6318.0,6,0,0,0,0.0
23298,0,0.0,43,0,0.069656489,7335.0,2,0,0,0,4.0
112565,0,0.0487983729999999,66,0,0.3690904729999999,4166.0,4,0,1,0,0.0
84608,0,0.0,63,0,0.0,3097.0,1,0,0,0,0.0
32121,0,0.612113157,35,0,5.874251497,500.0,5,0,1,0,3.0
90386,0,0.1374593789999999,56,0,0.3311658149999999,6458.0,14,0,1,0,2.0
141279,0,0.11285044,47,0,0.438840129,9000.0,16,0,2,0,1.0
108779,0,0.0402449159999999,51,0,0.0804148709999999,7423.0,5,0,0,0,3.0
134806,0,0.7578504449999999,43,0,0.5077023219999999,4608.0,8,0,2,0,2.0
129283,0,0.0950051199999999,73,0,0.424469413,800.0,16,0,1,0,0.0
46419,0,0.937012373,26,0,0.722931705,1800.0,5,0,0,0,2.0
4123,0,0.034126939,66,0,0.2199731739999999,8200.0,17,0,1,0,0.0
15863,0,0.329185269,48,0,0.240221356,7950.0,10,0,2,0,0.0
102510,0,0.009399373,60,0,0.098390161,10000.0,2,0,1,0,1.0
14050,0,0.194744977,66,0,0.1247501,2500.0,8,0,0,0,0.0
133867,0,0.4022409759999999,30,0,0.2228280629999999,2750.0,7,0,0,0,1.0
109575,0,0.0957380629999999,52,0,0.787256732,3750.0,10,0,2,0,0.0
87462,0,0.4351508729999999,38,0,0.2364225879999999,3700.0,8,0,0,0,1.0
34404,0,0.4832432429999999,51,1,0.793470711,4318.0,19,0,3,0,0.0
21254,0,0.1021897809999999,33,0,0.051990547,5500.0,3,0,0,0,0.0
87025,1,0.9808507030000002,43,1,0.2108552039999999,5600.0,6,0,1,0,0.0
18106,0,0.113747344,49,0,0.3798231,7800.0,10,0,2,0,3.0
101353,0,0.859775917,40,0,0.299381124,3877.0,8,0,0,0,1.0
73716,0,0.0,64,0,0.935545024,1054.0,5,0,0,0,0.0
46326,0,0.198829886,52,0,2.801831807,1200.0,9,0,3,0,0.0
122301,0,0.621211174,28,0,0.3651631479999999,2083.0,7,0,0,0,0.0
489,0,0.173428408,51,1,0.086269282,5250.0,11,0,0,0,0.0
32255,0,0.8283433129999997,28,0,0.379039301,1144.0,4,0,0,0,1.0
145127,0,0.45867571,57,0,0.431010614,4333.0,5,0,2,0,1.0
34448,0,0.015023902,67,0,0.00465616,2791.0,5,0,0,0,0.0
27956,0,0.0633324789999999,55,0,0.210236654,3633.0,21,0,2,0,0.0
78295,0,0.0464362359999999,43,0,0.672887768,3964.0,6,0,2,0,2.0
81550,0,0.0274615159999999,34,0,0.0078592349999999,88430.0,8,0,0,0,0.0
73897,0,0.068354702,64,0,0.012171267,4600.0,6,0,0,0,0.0
92260,0,0.385887166,31,0,0.529165837,5022.0,8,0,3,0,1.0
37369,0,0.31969796,58,0,0.4965282699999999,7056.0,37,0,2,0,0.0
16627,0,0.132628089,57,0,0.204261775,14500.0,6,0,2,0,1.0
9577,0,0.231370595,46,1,0.1876311149999999,11916.0,12,0,1,0,3.0
124591,0,0.812413429,37,2,0.3728534459999999,4250.0,6,0,0,0,4.0
12872,0,0.508300876,35,0,0.432737097,10733.0,16,0,1,0,2.0
26733,0,0.208346066,77,0,0.4174738089999999,5058.0,8,0,1,0,2.0
124254,0,0.901449919,32,0,0.312325365,3220.0,3,0,0,0,3.0
126935,0,0.000105259,69,1,0.1750788639999999,16483.0,12,0,2,0,0.0
95786,0,0.8209642339999998,58,0,0.180140993,13333.0,7,0,1,2,0.0
114781,0,0.9999999,66,0,579.0,0.0,8,0,0,0,0.0
34188,0,0.0356433879999999,80,0,0.147693948,3750.0,7,0,1,0,1.0
146786,0,0.6143723389999999,63,0,0.3671392219999999,2750.0,5,0,0,0,0.0
41650,0,0.0648047169999999,38,0,0.6454193229999999,8000.0,11,0,3,0,2.0
51427,0,0.024665022,34,0,0.7146492179999999,2750.0,6,0,2,0,0.0
6994,0,0.009172581,37,1,0.092034744,5410.0,15,0,0,0,1.0
67429,0,0.015170898,54,0,0.251607143,5599.0,8,0,1,0,0.0
91122,0,0.0,35,0,0.5183847249999999,7750.0,5,0,2,0,1.0
76391,0,219.0,58,0,0.050676538,7833.0,2,0,0,0,1.0
79043,0,0.01752735,40,0,0.1411617739999999,1600.0,5,0,0,0,1.0
71216,0,0.5379294789999999,25,0,0.337110482,3176.0,9,0,0,0,0.0
145217,0,0.6778372290000001,29,0,0.481669487,3545.0,7,0,1,0,2.0
24204,1,0.118534133,39,0,0.496613267,9300.0,10,0,3,0,1.0
29054,0,0.999929088,35,0,0.3793743749999999,7000.0,5,0,1,0,1.0
75878,0,0.15825522,46,0,0.348530294,5000.0,8,0,2,0,0.0
12858,0,0.0143424469999999,84,0,0.080112259,7838.0,7,0,0,0,0.0
79654,1,1.078986836,52,5,0.5743717459999998,4416.0,11,0,1,3,0.0
135274,0,0.0,40,0,0.190468255,6000.0,4,0,1,0,0.0
6211,0,0.4929405969999999,40,0,0.2345530889999999,5000.0,5,0,0,0,3.0
37075,0,0.920226654,41,0,0.460051352,6620.0,8,0,1,0,1.0
58408,0,0.050734989,60,0,0.0979782269999999,4500.0,6,0,0,0,0.0
47921,0,0.025867738,60,0,0.7543859649999999,2621.0,13,0,2,0,0.0
21045,0,0.0197687429999999,56,0,0.174247851,5583.0,10,0,0,0,1.0
83841,0,0.101141376,40,0,0.9664134350000002,2500.0,10,0,2,0,1.0
51359,0,0.0,59,0,0.103702372,22255.0,4,0,1,0,0.0
98304,0,0.0,36,0,0.28323892,3000.0,3,0,1,0,0.0
109679,1,0.550105915,53,0,0.4357361719999999,6200.0,12,0,1,0,1.0
82920,0,0.484460622,39,0,0.340069466,3166.0,6,0,1,0,2.0
24198,0,0.6516674909999999,51,0,0.371299745,5100.0,8,0,2,0,0.0
95573,0,0.3108238369999999,43,2,0.6297671759999999,7000.0,13,0,2,0,1.0
149643,0,0.9999999,31,0,0.186563021,1800.0,4,0,0,0,0.0
65742,0,0.145722822,64,0,0.170765847,5000.0,12,0,1,0,2.0
18491,0,0.022679171,58,0,0.0071866409999999,4730.0,3,0,0,0,0.0
142958,0,0.078512703,34,1,0.067477014,6416.0,6,0,0,0,1.0
39171,1,0.980939753,52,3,0.5890161849999999,5498.0,15,2,1,0,0.0
126475,0,0.112449799,36,0,0.366591567,6213.0,15,0,2,0,2.0
118900,0,0.193823078,63,0,0.597175353,8000.0,16,0,1,0,2.0
41007,0,0.57691206,48,0,1.295855169,2098.0,15,0,1,0,1.0
109950,0,0.052234589,63,0,0.320230346,7987.0,12,0,1,0,1.0
42506,0,0.0804133159999999,43,0,0.065755449,8120.0,3,0,0,0,1.0
41255,0,0.02459393,53,0,0.082315454,13180.0,3,0,0,0,1.0
117662,1,0.8820543899999999,58,0,8.668560606,527.0,13,0,3,0,0.0
32916,0,0.119804937,80,0,0.040191962,3333.0,8,0,0,0,0.0
40774,0,0.324184884,29,2,0.2984911829999999,5500.0,9,0,1,0,0.0
33573,0,0.901418418,47,1,1.042054464,2900.0,10,0,1,0,2.0
5377,0,0.32208185,51,0,0.500626566,9575.0,6,0,2,0,3.0
65115,0,0.0391092649999999,54,0,0.145534041,1600.0,6,0,0,0,0.0
55693,0,0.1261814629999999,35,0,0.574211741,3900.0,18,0,2,0,3.0
127990,1,0.485265573,40,2,0.247534517,6083.0,4,1,2,0,2.0
45158,0,0.3839196620000001,62,0,0.322179147,4900.0,10,0,0,0,0.0
26281,0,0.0,61,0,3143.0,0.0,8,0,2,0,0.0
43270,0,0.108437962,69,0,0.3535745049999999,6965.0,19,0,2,0,2.0
99387,0,0.332841679,48,0,0.346057932,10425.0,11,0,2,0,5.0
86577,0,0.063114951,58,1,0.231204819,8299.0,7,0,2,0,2.0
46509,0,0.446755711,27,0,0.2336475289999999,3500.0,6,0,0,0,0.0
13045,0,0.1045895409999999,63,0,0.225939776,5080.0,6,0,1,0,0.0
110458,0,0.1285301849999999,56,0,0.210530612,12249.0,6,0,2,0,2.0
135991,0,0.0251795289999999,78,0,0.318501171,1280.0,5,0,1,0,0.0
133004,1,1.210526316,38,1,0.012567838,3500.0,2,7,0,1,0.0
89922,1,0.9999999,39,0,0.0410639289999999,15000.0,1,0,0,0,4.0
3211,0,0.1128765729999999,31,0,0.0965279039999999,5500.0,9,0,0,0,0.0
140472,0,0.8943860009999999,32,1,0.655923605,3350.0,8,0,1,0,1.0
2815,0,0.004253668,69,0,0.0025284449999999,3163.0,12,0,0,0,0.0
37997,0,0.9999999,51,0,2.871991247,913.0,5,0,1,0,2.0
135682,0,0.04271276,78,0,0.110697444,4028.0,4,0,0,0,0.0
128405,0,0.882235529,24,0,0.12095968,3000.0,2,0,0,0,0.0
28201,0,0.10708913,64,0,0.407858861,12469.0,23,0,3,0,1.0
5850,0,0.042404971,60,0,0.0105989399999999,10000.0,9,0,0,0,0.0
26582,1,0.939097507,36,0,0.3631593479999999,3620.0,10,0,0,0,2.0
78401,0,0.0540986479999999,34,0,0.370148168,11000.0,9,0,2,0,1.0
128075,0,0.9999999,70,0,0.122541116,3100.0,1,0,0,0,0.0
20824,0,0.186525423,47,0,0.346365851,7800.0,23,0,1,0,2.0
8695,0,0.005924455,38,0,0.356656065,2200.0,6,0,1,0,0.0
63046,0,0.006325949,81,0,0.0029154519999999,2400.0,6,1,0,0,0.0
13417,0,0.98640136,51,0,0.5916269739999999,3988.0,6,0,1,0,0.0
149740,0,0.085786464,49,0,0.545690862,5000.0,11,0,1,0,2.0
47054,0,0.110409193,38,0,0.3450218279999999,7100.0,12,0,1,0,1.0
39198,0,0.244358916,42,0,0.3496058639999999,7230.0,5,0,1,0,2.0
110360,0,0.0590122,79,0,0.028657114,3000.0,6,0,0,0,0.0
15002,0,0.9999999,71,0,2.628306878,755.0,3,0,2,0,0.0
99702,0,0.025427534,65,1,0.1787642469999999,5000.0,6,0,1,0,0.0
138079,0,0.03979801,57,0,0.154942253,6666.0,3,0,1,0,0.0
96152,0,0.189320164,40,0,0.723857955,23400.0,16,0,2,0,3.0
120303,0,0.136521248,48,0,0.23793976,12250.0,8,0,2,0,3.0
104935,1,0.4437295670000001,52,0,0.211804608,25650.0,10,0,1,0,4.0
79265,0,0.178471253,59,0,0.173215531,4300.0,9,0,0,0,4.0
107643,0,0.0871585839999999,47,2,0.5022298459999999,2914.0,9,0,1,0,3.0
148736,0,0.30119318,72,0,0.3875936720000001,2401.0,9,0,0,0,0.0
144680,1,0.262340081,53,4,0.5899788289999999,2833.0,16,0,1,0,0.0
54357,0,0.2283771619999999,46,0,0.270432392,4000.0,9,0,1,0,0.0
112022,0,0.058830841,51,0,0.338641734,9732.0,11,0,1,0,0.0
116858,0,0.0225314359999999,58,0,0.209746006,8700.0,13,0,2,0,2.0
46229,0,0.590305025,35,0,0.2356301319999999,2800.0,6,0,0,0,3.0
80655,0,0.2227648869999999,33,0,0.551446417,6083.0,10,0,2,0,0.0
42499,0,0.452989093,58,0,0.27072758,6500.0,13,0,3,1,0.0
120134,0,0.977411477,66,0,0.0458605519999999,7500.0,3,0,0,0,0.0
139929,0,0.386272958,57,0,0.5289681179999999,11667.0,10,0,2,0,2.0
23185,0,0.0539297379999999,39,0,829.5,1.0,7,0,2,0,2.0
54293,0,0.112902925,66,0,0.026246719,8000.0,7,0,0,0,0.0
140244,0,0.0426618799999999,57,0,0.0082040759999999,7800.0,3,0,0,0,0.0
3302,0,0.1775240449999999,49,1,0.4173183289999999,5242.0,9,0,2,0,2.0
142868,0,0.001857099,52,0,1.373528026,2122.0,16,0,3,0,0.0
14936,0,0.2317682319999999,36,0,0.005906406,2200.0,2,0,0,0,0.0
133420,0,0.2547173859999999,55,1,0.32068654,3320.0,15,0,1,0,2.0
107125,0,0.72233674,48,0,0.140214946,4000.0,5,0,0,0,1.0
36966,1,0.3953185499999999,43,0,0.891444342,3260.0,18,1,2,0,3.0
114957,0,1.014794082,48,2,0.5179984679999999,3916.0,5,0,2,0,3.0
119883,0,0.079452482,63,2,0.2011992009999999,1500.0,10,0,0,0,1.0
37258,0,0.8290788009999999,34,1,1.094316052,1600.0,7,1,2,0,0.0
73090,0,0.267136643,53,0,0.3881897389999999,9296.0,5,0,2,0,3.0
70098,0,0.016391123,78,0,20.0,0.0,3,0,0,0,0.0
59978,0,0.5515347729999999,41,0,0.2286134549999999,12916.0,9,0,2,0,3.0
49394,0,0.697279076,48,0,0.791669132,16900.0,17,0,4,0,3.0
8383,0,0.062096572,53,0,0.370424067,8276.0,8,0,3,0,1.0
3733,1,0.6004700349999998,37,0,0.151017494,2800.0,5,0,0,0,0.0
63292,0,0.528581236,57,0,0.56821779,9476.0,12,0,5,0,1.0
123242,0,0.8012367659999998,63,0,0.4256726949999999,6800.0,8,0,1,0,1.0
54015,0,0.380064932,74,0,0.16469428,6083.0,14,0,0,0,0.0
120972,0,0.38976896,41,0,0.3203125,8575.0,8,0,1,0,2.0
22381,0,0.064501603,48,0,0.3131953929999999,10245.0,9,0,2,0,2.0
18442,0,0.0206536889999999,60,0,0.1035474589999999,7300.0,9,0,1,0,1.0
87566,0,0.4459889009999999,59,0,0.836150845,6151.0,15,0,3,0,0.0
67666,0,0.017488256,64,0,0.152738235,5970.0,22,0,1,0,0.0
7753,0,0.2834213629999999,38,0,0.673676952,5800.0,7,0,2,0,1.0
102141,0,0.018280515,91,0,39.0,0.0,7,0,0,0,0.0
147684,0,0.271586331,48,0,0.183501875,8800.0,8,0,0,0,1.0
59963,0,0.095921009,63,0,0.3900198349999999,9578.0,17,0,2,0,2.0
80310,0,0.0829402659999999,36,0,0.0828796799999999,9000.0,5,0,0,0,3.0
71162,0,0.012332922,66,0,0.0023399279999999,4700.0,1,0,0,0,0.0
87168,0,0.0992353579999999,79,0,0.430506288,3100.0,7,0,0,0,0.0
136890,0,0.1675054149999999,52,1,0.331923715,12059.0,26,0,2,0,4.0
42027,0,0.5099361829999999,38,0,0.8013893269999999,3166.0,7,0,2,0,1.0
33836,0,0.6473843759999999,51,0,1.07577618,5700.0,11,0,2,0,2.0
132894,0,0.023850427,80,0,0.004570776,7000.0,6,0,0,0,0.0
74879,0,0.535170197,46,0,0.8711300309999997,2583.0,9,0,1,0,2.0
115247,0,0.0,47,0,0.256625783,11658.0,15,0,1,0,2.0
63019,0,0.004419212,85,0,0.0017211699999999,2323.0,7,0,0,0,0.0
4744,0,0.219898311,47,0,0.0927800269999999,8891.0,7,0,0,0,3.0
11227,0,0.003282895,79,0,0.1636276389999999,2083.0,3,0,0,0,1.0
81208,0,0.4439759170000001,52,0,0.5353773579999999,7207.0,29,0,1,0,1.0
123570,0,0.77993944,37,0,1.462562396,600.0,17,1,0,0,1.0
13337,0,0.075380136,64,0,0.7603873790000002,3200.0,11,0,2,0,0.0
43218,0,0.7270824609999998,65,0,0.235341551,8680.0,10,0,1,0,0.0
118421,0,0.0135066349999999,63,0,0.1307169579999999,13096.0,13,0,2,0,0.0
3060,0,0.078344305,52,0,0.529290429,9695.0,11,0,3,0,1.0
1566,0,0.0,88,1,0.0,9265.0,7,0,0,0,0.0
105517,0,0.9999999,44,1,0.3661971829999999,3762.0,5,0,1,0,1.0
14575,0,0.0,59,0,0.04356655,5416.0,12,0,0,0,0.0
148691,0,0.6854052809999999,65,0,0.50880299,10166.0,13,0,2,0,0.0
102939,0,0.296383011,57,2,0.542551228,5416.0,6,0,1,0,0.0
74373,0,0.0203794529999999,62,1,0.004776527,2930.0,7,0,0,0,0.0
144233,0,0.0269579339999999,58,0,0.254745831,17330.0,25,0,1,0,0.0
130796,0,0.172294257,57,0,0.33421073,12916.0,8,0,2,0,0.0
3801,1,0.1470448919999999,48,0,0.08416181,5833.0,5,1,0,0,2.0
125829,0,0.2729856319999999,42,0,0.0479936009999999,7500.0,4,0,0,0,1.0
56866,0,0.248252585,60,0,0.080259424,7400.0,10,0,0,0,0.0
143570,0,0.469855783,45,1,0.229813665,7083.0,8,0,0,0,3.0
104472,0,0.164326396,55,1,0.4312094009999999,13700.0,13,0,1,0,2.0
127444,0,0.0902234559999999,67,0,0.3803810129999999,9500.0,8,0,2,0,0.0
9589,0,0.0087697729999999,45,0,0.3499999999999999,4659.0,8,0,2,0,3.0
89295,0,0.080843044,45,0,0.217781541,11809.0,6,0,1,0,0.0
108932,1,0.455981941,36,0,0.518824836,8100.0,12,1,1,0,2.0
41692,0,0.255018813,27,0,0.1011615939999999,6800.0,7,0,0,0,0.0
76752,0,0.0124062589999999,36,0,0.272575808,3000.0,5,0,0,0,1.0
103968,0,0.014121315,47,0,0.316556954,12000.0,9,0,1,0,2.0
52533,0,0.0214989249999999,60,0,0.120913098,15200.0,8,0,1,0,1.0
108819,0,0.0406293179999999,64,0,0.226701864,12500.0,10,0,2,0,1.0
113218,0,0.3839231149999999,39,0,0.359690979,4400.0,10,0,1,0,3.0
6734,0,0.302334883,68,1,0.2521489969999999,1395.0,9,0,0,0,0.0
17442,0,0.0,40,0,0.5306845,5083.0,8,0,2,0,2.0
1099,0,0.3283030029999999,59,1,0.480057771,9000.0,9,0,2,0,0.0
43807,0,0.3754498199999999,38,0,0.59771483,4200.0,5,0,1,1,0.0
96519,0,0.3690991249999999,40,0,0.253552113,10908.0,7,0,3,0,2.0
72957,0,0.226834737,42,0,0.303671353,7326.0,11,0,1,0,0.0
110707,0,0.0205708409999999,38,0,0.2926740589999999,5500.0,6,0,1,0,2.0
130533,0,0.3181820899999999,59,1,9958.0,0.0,19,0,3,0,0.0
14454,0,0.11009633,62,0,0.2831825729999999,10833.0,5,0,1,0,0.0
82054,0,0.0,55,0,0.548015753,3300.0,4,0,1,0,1.0
94382,0,0.2560697949999999,63,0,0.2458004799999999,5833.0,13,0,2,0,0.0
110085,0,0.051732471,65,0,0.579427876,11500.0,11,0,4,0,0.0
144319,0,0.0215434959999999,95,0,0.000999857,7000.0,7,0,0,0,0.0
126598,0,0.297349228,46,2,0.398176739,6800.0,17,0,2,0,1.0
94046,0,0.7283559699999999,36,0,0.457253886,6175.0,6,0,0,0,3.0
1279,0,0.0332038289999999,71,0,0.318874019,6500.0,11,0,1,0,0.0
30985,0,0.9999999,44,0,0.315747928,7600.0,5,0,1,0,0.0
22868,0,0.9999999,49,0,0.516570803,3650.0,4,0,3,0,0.0
43587,0,1.026486757,27,0,0.134097574,3750.0,4,0,0,0,0.0
58086,0,0.208992057,65,0,0.922415517,5000.0,7,0,2,0,0.0
126448,1,0.62728137,63,0,0.4461293949999999,15100.0,15,0,3,0,0.0
139624,0,0.3128257409999999,76,0,0.238811655,5250.0,15,0,1,0,0.0
107023,0,0.0662075089999999,41,0,0.0778133089999999,6566.0,10,0,0,0,3.0
23432,0,0.0379135069999999,43,0,0.120862884,3383.0,3,0,0,0,0.0
108436,0,0.0,51,0,0.3849533219999999,3641.0,11,0,1,0,2.0
81924,0,0.798839307,50,0,0.3325753269999999,1758.0,4,0,0,0,0.0
106779,0,0.153262572,51,0,0.6938775509999999,6810.0,8,0,1,0,1.0
8877,0,0.145012909,49,0,0.3406669299999999,10135.0,5,0,1,0,3.0
143094,0,0.140474381,51,0,0.1520576609999999,4300.0,2,0,1,0,1.0
111728,0,0.0364916689999999,55,0,0.4536346689999999,8583.0,12,0,4,0,0.0
98243,0,0.045646388,55,0,0.220958751,13454.0,14,0,1,0,0.0
89278,0,0.0172364539999999,43,0,0.787489289,3500.0,7,0,2,0,2.0
103927,1,0.9999999,26,0,0.124114952,2400.0,1,0,0,0,0.0
79840,0,0.3295039,54,0,0.4430963359999999,4120.0,16,0,1,0,0.0
44803,0,0.951603226,58,2,0.3857170509999999,5166.0,4,2,1,2,0.0
133966,0,0.877462872,74,3,0.515810662,15400.0,12,0,1,0,0.0
34935,0,0.1736476449999999,72,1,0.1659170409999999,2000.0,9,0,1,0,0.0
107910,0,0.9999999,62,0,0.061371289,6533.0,2,0,0,0,0.0
133373,0,0.4533851669999999,49,0,0.561406432,6000.0,12,0,1,0,0.0
128487,0,0.943270449,58,2,0.3513285529999999,4741.0,11,0,1,0,1.0
134338,0,0.534584962,44,1,1.282264267,6500.0,15,0,7,0,0.0
13035,0,0.105132294,73,0,0.307479989,3622.0,12,0,2,0,0.0
59584,0,0.931431585,46,0,0.109629763,11100.0,8,0,0,0,5.0
80772,0,0.0,46,0,0.2512774939999999,4500.0,4,0,1,0,3.0
851,0,0.047294357,57,0,0.447142596,5476.0,14,0,1,0,0.0
50830,0,0.027288756,49,0,0.274437574,7600.0,12,0,1,0,2.0
118531,0,0.104579084,36,0,0.1405854719999999,8300.0,6,0,0,0,2.0
26137,0,0.5694282099999999,66,0,0.8387332389999999,19166.0,33,0,6,0,0.0
100830,0,0.858136243,57,0,0.5425132649999999,7726.0,21,0,1,0,0.0
138799,0,0.061318932,63,0,0.242648693,13500.0,17,0,3,0,0.0
86002,0,0.959274373,44,1,0.4061617459999999,7789.0,15,0,1,0,3.0
105456,0,0.002918332,70,0,0.118820178,11933.0,15,0,1,0,0.0
115114,1,0.110377512,51,0,0.619532199,6583.0,12,0,3,0,0.0
45402,0,0.0583781719999999,24,0,0.014888337,2417.0,4,0,0,0,0.0
88775,0,0.212927757,64,0,0.357015352,2800.0,5,0,1,0,3.0
32903,0,0.5427102179999999,49,0,0.5183655729999999,4600.0,14,0,1,0,3.0
122953,0,0.120224495,50,0,0.347013944,3800.0,10,0,1,0,0.0
67535,0,0.978907188,44,2,0.5220674389999999,7680.0,14,0,2,0,4.0
107799,0,0.738762687,50,0,0.473436935,5533.0,8,0,2,1,0.0
5659,0,0.132098341,65,0,0.039392122,5000.0,9,0,0,0,0.0
60970,0,0.0,47,0,0.190867681,9000.0,10,0,2,0,0.0
107652,0,0.660052515,55,0,0.4874828749999999,8028.0,19,0,1,0,1.0
95425,1,0.025949077,62,0,0.18960099,10500.0,32,0,2,0,0.0
110799,0,0.3894570020000001,50,0,0.1862165359999999,9300.0,6,0,1,0,4.0
85510,0,0.012613612,59,0,0.635258359,6250.0,16,0,4,0,0.0
67031,0,0.118221899,32,0,0.025896414,3011.0,4,0,0,0,0.0
16848,0,0.4784584619999999,37,0,0.409880834,4027.0,6,0,1,1,1.0
93824,0,0.3465375159999999,36,1,0.514471145,5700.0,7,0,1,0,2.0
41871,0,0.0930296199999999,40,0,0.306836645,8000.0,8,0,1,0,2.0
36796,0,0.3592395779999999,52,0,0.3406135379999999,5997.0,9,0,1,0,0.0
98651,0,0.5656765409999999,60,0,1.848334515,1410.0,14,0,2,0,0.0
86317,0,0.0778570229999999,52,0,0.309483726,7127.0,4,0,1,0,3.0
49550,0,0.1004874,48,0,0.20097129,7000.0,6,0,1,0,0.0
145718,0,0.854836767,68,3,0.524298653,9053.0,5,0,2,1,0.0
128064,0,0.3905290149999999,42,0,0.686321563,5833.0,10,0,1,0,0.0
101424,0,0.127742092,46,0,0.0723423029999999,6800.0,2,0,0,0,2.0
110999,0,0.6582867279999999,54,0,0.172602108,13000.0,9,0,0,0,1.0
106831,0,0.4352785089999999,51,0,0.100393307,15000.0,8,0,0,0,0.0
123735,0,0.126127808,69,0,0.287825908,4870.0,17,0,0,0,1.0
121477,0,0.0155903499999999,63,0,0.727915194,3678.0,11,0,2,0,1.0
25291,0,0.513690407,66,0,0.232389381,22599.0,21,0,1,0,1.0
21395,0,0.734869306,54,0,0.358516366,11700.0,5,0,2,0,0.0
78430,0,0.314122114,52,0,0.6461851479999999,4914.0,12,0,1,0,2.0
48859,0,0.650716948,45,1,0.3069424319999999,7590.0,8,0,0,0,4.0
60570,0,0.7831729409999999,52,2,0.8597570119999999,6666.0,12,0,2,0,0.0
2203,0,0.677295454,49,0,0.149475738,4100.0,4,0,0,0,0.0
43819,0,0.0022972349999999,58,0,0.051478409,4700.0,10,0,0,0,0.0
97448,0,0.9983637110000002,64,0,0.375354554,9518.0,6,0,4,0,1.0
9615,0,0.489114908,37,1,0.3297625419999999,5600.0,3,0,1,0,0.0
47949,0,0.946807558,45,0,0.537345363,10750.0,7,0,2,0,2.0
93011,1,0.8341054259999998,38,0,0.385472466,14000.0,7,0,1,0,3.0
1860,0,0.9999999,45,0,0.0,4000.0,3,0,0,0,4.0
146729,0,0.5197801089999999,54,0,0.0930387579999999,10500.0,9,0,0,0,0.0
